LU,Text
cher," Mesme nos guerriers ont esté les premiers a publier que cette victoire sans combatre estoit du bras tout puissant et que la tres s‹ain›te Vierge et s‹ain›t Joseph l' avois optenu et tous les autres s‹ain›ts c' on avoit invoqué avec tant de devotion et de perseverance. Ce qui nous engage a une reconnessance eternelle envers sa bonté de nous avoir delivré de leur domination sy a redouter pour tout le monde, mais baucoup davantage pour des filles consacree a Dieu. Ce qui me fait vous prier toutes, mes cheres sœurs, d' an randre a Sa Majesté mil actions de graces p‹ou›r nous. (MORIN,.3246) "
cher," Je reviens trouver nos cheres sœurs qui estois dans une consternation telle qu' on peut pancer en pareille congoncture. (MORIN,.3288) "
cher," Je veux dire aussy quelque chose de notre chere s‹œu›r Madeleine Bizard qui l' a suivie de pres, mais d' une maniere bien diferante, (MORIN,.3473) "
cher," Il ut assé de peine d' an trouver a cause que plusieurs font bastir, ce qui les rand rares et plus chers, aussy bien que les ouvriers. (MORIN,.3504) "
cher," et moy qui l' ecris, je suis dans l' etonnement toutes les fois que j' y pance de voir l' ardeur qu' on a de retourner dans cette chere maison dans laquelle nous nous sommes consacree au Seigneur pour y vivre et mourir au service des pauvres malades, ‹et›c. (MORIN,.3513) "
cher," Et s' il n' arives point de contretamps, les malades yront chez eux quand nous retourneront chez nous, par la bonté et charité de Monsieur Normant qui c' est donné biens des peines et des soins pour cela, de sorte que les pauvres malades, hommes et fammes, et les R‹eligieu›ses, nos cheres sœurs qui viendront sy apres, sont obligee de baucoup prier Dieu pour luy, ‹et›c. (MORIN,.3533) "
cher," Tous ces prestres y estois aussy, qui nous complimanterent sur la joie qu' on remarquèt en toutes de retourner dans notre chere maison apres un si long exil, et la volonté ou ils estois de nous faire honneur afin d' imprimer du recpect pour notre closture, notre monastere n' etant logeable que d' un bout, encorre inparfaitement. (MORIN,.3549) "
cher," Mult grant eschech en unt si chevaler D' or e d' argent e de guarnemenz chers. (ROLAND,8.85) "
cher," Les .XII. pers, que Carles ad tant chers, Funt les enguardes a .XX. milie chevalers. (ROLAND,41.517) "
cher," Li quens Rollant, quant il s' oït juger, AOI. Dunc ad parled a lei de chevaler: ""Sire parastre, mult vos dei aveir cher: (ROLAND,59.723) "
cher," Pur itels colps nos ad Charles plus cher. "" (ROLAND,117.1572) "
cher," Sun cumpaignun Oliver en apelet: ""Bel sire, chers cumpainz, pur Deu, que vos en haitet? (ROLAND,128.1705) "
cher," Noz cumpaignuns, que oümes tanz chers, Or sunt il morz, (ROLAND,161.2195) "
cher," U est Otes e li quens Berengers? Ive e Ivorie, que jo aveie tant chers? (ROLAND,177.2411) "
cher," E cil respundent dulcement, par amur: ""Dreiz emperere, cher sire, si ferum!"" (ROLAND,178.2438) "
cher," E cil respundent: ""Cher sire, si ferum."" (ROLAND,194.2681) "
cher," Morz est Rollant e li quens Oliver, Li .XII. per, que Carles aveit tant cher; (ROLAND,200.2786) "
cher," Suz cel n' ad gent que Carles ait plus chere, Fors cels de France, ki les regnes cunquerent. (ROLAND,218.3020) "
cher," ""Soer, cher' amie, de hume mort me demandes. (ROLAND,268.3710) "
cher," car je tien votre bonne grase si chere que je ne vouderois vivre sans cela. (VALOIRS_CORR,92.326) "
cher," et ne permestes l# absanse de m# eslongner de votre bonne grase, que vous connoitres par mes actions estre tenue de moi infinimant chere. (VALOIRS_CORR,125.880) "
cher," Et s# etant ofert cete ocasion ou Monsieur Langlois eut besoin d# anvoier vers Monsieur de Fresne pour l' abeie de Bonneval, de quoi votre magesté a oui parler, il ballare ce voiage a sedit laquais, duquel le nom et la condition est trop indigne d# estre represantées a votre magesté, sans les circonstanses que la Fortune i a fait nestre, que me randeront excusable si je L# an ai inportuné de se discours; se que je n# use antrepris s# il ne m# i feut alé de ce que j# ai le plus cher an se monde, qui est la conservation de votre bonne grase et le desir tres grant que j# ai de randre, par les esfais de ma tres humble afection, mes paroles tesmongnées et votre magesté certene que rien n# est tant a vous, tant soumis a votre obeisanse et zellé au bien de votre servise, que Votre tres humble et tres obeisante servante, fame et sugete, Marguerite. (VALOIRS_CORR,374.2960) "
cher," Monsegneur, voulant despandre de votre voulonté et tesmongner a votre magesté an toutes choses que rien ne m# est si cher que le bien de Son servise, je n# ai voulu, a la priere de Madame du Monastere, l# une de mes milleures amies, disposer de l# estat de senechai d# Agenes qu# avoit feu Monsieur de Monluc son neveu, qu# elle me demandoit pour Monsieur de Castelnaut son neveu <paren> personne de valeur et qui est, que je croi, pres de votre magesté <$$paren>, sans an avoir resu votre commandemant, sachant que tels estas importent au service de votre magesté, a qui j# an dois et an ai voué de si fidelle et inmuable, qu# an toutes mes actions je ne tanderé jamais qu# a Lui an randre preuve. (VALOIRS_CORR,382.3123) "
onereux," Si la Ville Marie a ces advantages au dessus de plusieurs autres illes et seigneurie, elle a aussy un mal notable qui est d' estre la plus exposees aux coups de nos ennemis les Yrocois et Englois, nos ennemis qui n' etant pas loin de nous font la guerre plus commodement, ce qui est fort onereux a ces habitans et a esté cause que grand nombre ont esté masacrés par les Sauvages et mené captifs dans leur peys, qu' ils ont bruslé tres cruellemant tous vifs. (MORIN,.248) "
quicoutebeaucoup," car il luy avoit cher cousté. A quoy ledit Thomas respondit qu' il ne le devoit point plaindre si leur hoste l' avoit adjugé estre sien, attendu que leur hostesse en avoit eu beaucop a souffrir, et qu' il avoit eu le pucellage de la nuytée, et le dit Thomas avoit esté son page et de son escuyrie et allant après luy. (ANONYME_CNN,395.8637) "
quicoutebeaucoup," põ· faire cette péche il faut beaucoup d' engagez qui coutent beaucoup, (DUPLESSIS_LETTRE,4.38.2740) "
quiestdegrandprix," Trois bonnes villes y a pris Et destruites li roys de pris, Dont vesci les noms, sans doubtance; C' est Tourtouze, Liche & Valence, Et maintes grandes & petites, Qui de peler les aus sont quittes, (ANONYME_ALEXANDRIE,.3653) "
quiestdegrandprix," les actes de cette vertu de conformité sont d' un grand prix devant Dieu EOS (DUPLESSIS_LETTRE,4.51.3102) "
quiestdegrandprix," Toutesfois, il en i eut grant fuisson de pris et de ocis, (FROISSART,352.6850) "
quiestdegrandprix," car il en i ot grant fuisson de mors et de pris et de bleciés, dont li pere et li frere et li linages de ceuls en furent durement courouchiet. (FROISSART,497.10210) "
quiestdegrandprix," Et qant il ot entendu toute la substance de la lettre et la prise dou roi d' Escoce, son serouge et son adversaire, et l' ordenance de la bataille et les noms des mors et des pris, des honmes d' onnour qui a la bataille avoient esté, et conment Jehans de Qopelant uns esquiers de Northombrelande, l' avoit pris et le tenoit en un chastiel, et ne le voloit rendre a nul honme ne fenme ne a la roine sa fenme meisment, et toutes ces coses et nouvelles la roine li specifioit clerement, vous devés savoir que il ot grant joie, (FROISSART,787.17183) "
quiestdegrandprix," et en i ot grant fuisson de mors et de pris, (FROISSART,870.19183) "
quiestdegrandprix," Mais quant il ad en un païs Hummë u femme de grant pris, Cil ki de sun bien unt envie Sovent en dïent vileinie: (MARIEF_LAIS,.33) "
quiestdegrandprix," Quant il l' entent, Si li respunt par maltalent: ""Autresi ad en cest païs Un chevalier de mut grant pris: (MARIEF_LAIS,.540) "
quiestdegrandprix," Equitan fu mut de grant pris E mut amez en sun païs. (MARIEF_LAIS,.666) "
quiestdegrandprix," Sis peres li duna barun, Un mut riche humme del païs, Mut esforcible e de grant pris. (MARIEF_LAIS,.2605) "
quiestdegrandprix," Mut par esteient de grant pris E gentil humme del païs. (MARIEF_LAIS,.2919) "
quiestdegrandprix," Si nus poüm rien gaainier, Ceo nus iert turné a grant pris De damagier noz enemis. "" (MARIEF_LAIS,.3260) "
quiestdegrandprix," Enfin le contrat ce fit dans les formes ordineres, a la reserve qu' elle n' i parut que soubs le nom d' une personne qui ne veut point estre nommee ni connue d' autres que de celles a qui elle confièt son segret, laquelle receut comptant dans son tablier, a plusieurs reprise pour ce mieux cacher, la somme de soixante mil livres, sur quoy elle asigna une pantion de mil livres a Mademoiselle Mance sa vie durant, luy donnant en outre plusieurs bijoux de devotion de grands prix et son portrait en mignature dans une boiste d' agastes fines enchassee en de l' or et enrichie de perles fines dont la d‹it›e damoiselle fit present a notre communauté quelques année avand sa mort, qui l' a gardee avec veneration pour le profond recpect qu' elle a eu ‹du› merite de cette dame et la reconnessance qu' on luy doibt en calité de fondatrisse aussy bien que de l' hospital, ce que je feré connestre en son lieu, (MORIN,.439) "
quiestdegrandprix," A quelques annee de la, la s‹œu›r Bourgeoys alla en France ou Monsieur le baron de Fancamp luy donna un crusifix de grand prix et une ymage miraculeuse de la tres s‹ain›te Vierge soubs le nom de Nostre Dame de Bon Secours, avec cent escu pour estre anployé a egrandir ou orner la chapelle susditte ou devoit reposer son ymage. (MORIN,.751) "
quiestdegrandprix," Elle anvoya une grande boiste plaine de bigoux, antre autres une ymage de cire du s‹ain›t enfant Jesus, rare en bauté, d' un pris extrordinere, que ses parans et amis luy avois fait avoir par le desir qu' ils avois que cette fille changea sa condition de s‹œu›r domestique en celle de sœur hospitaliere et vint en cette maison pour y estre sup‹erieu›re et nous faire faire le noviciat et ensuitte profession des veux solannels. (MORIN,.1668) "
quiestdegrandprix," Li granz renons de vostre pris m' a molt fet aprés vos lasser et mainte contree passer. (YVAIN,154.5363) "
attribuer," Les Allemands mesprisoient la pompe et parolles dudict duc, l' atribuant à orgueil. (Commynes_Memoires,139.1909) "
attribuer," on attribuë cela a ce qu' ils se nourrissent de graisse et d' huile, (DUPLESSIS_LETTRE,4.38.2723) "
attribuer," Or estoit avenu que on avoit confixset et atribuet a la couronne d' Engleterre tous meubles et hiretages que li Espensier avoient, li peres et li fils, par tout le roiaulme d' Engleterre, (FROISSART,107.1502) "
attribuer," Tout cela se fit par les soins et soubs la conduitte de mond‹it› sieur La Dauversiere qui fit tout a la fois l' office de procureur, de questeur, d' architecte et d' econosme, avec son zelle et humilité ordinere, ne s' atribuant rien en tout cela que ce qu' on y trouvèt mal ordonné ou mal fait. (MORIN,.319) "
attribuer," Il informa ces Messieurs tres exactement de l' estat des afaires de Ville Marie et combien elle avoit besoin d' un secours extrordinere pour mettre la Colonie hors du danger d' estre destruiste par les Yrocois, ce qu' ils aurois fait dix fois pour une sy Dieu ne l' avoit gardee et desfandue luy mesme d' une maniere miraculeuse selon le santiment de plusieurs sages et de toutes les personnes qui la composois, qui reconnessois tres bien n' eschaper de la main des ennemis que par un secours du Ciel tout particulier qu' ils atribuyès avec bien du fondement a la protection de la tres s‹ain›te Vierge en qui ils avois grande confiance. (MORIN,.626) "
attribuer," Ce n' estoit que des voix de rejouissances qu' on entandèt de toutes pars et des actions de graces a Dieu, dans toute l' etandue de la petite Ville Marie, et a leur Reine et protectrisse, la tres s‹ain›te Vierge aux prieres et faveur de laquelle ils atribuès d' ‹a›bor tous les biens=faits du Seigneur envers eux, en quoy ils ne ce trompès pas. (MORIN,.657) "
attribuer," et elle atribuèt le relachement de la maison de La Fleche aux directions estrangeres. (MORIN,.2470) "
attribuer," Nos guerriers n' atribuerent point la victoire a leurs armes et valleur, quoy=que fort estimee de tous ceux qui les connesse, mais au bras du Seigneur par les prieres de Jesus, Marie, Joseph, Joachim et Anne. Ce qui a occmanté notablement la devotion et confiance des peuples envers elle. (MORIN,.3189) "
attribuer," Monsieur de Believre, ce porteur est arivé apres que j# ai eu fait la despaiche de Montigni, par lequel je vous ai escrit, et lequel j# anvoié pour resevoir le conmandemant qu# il plaira au roi mon mari me faire, apres la resolution que je me veux promestre qui prandera avec vous; de quoi la lestre qui vous a escrite me donne tres bonne esperanse, mes plus ancore la bonne voulonté que vous i aportes, an laquele j# ai tele confianse qu# il ne m# eut seu ariver une plus grande consolation an mes malheurs, la trop longue durée desquels prandera, comme je l# espere, par votre moien, une bonne et pronte fin; de laquelle j# an deveré a vous seul atribuer l# honneur, comme a vous seul ausi an resantiré je l# obligation si grande que je n# ai plus de regret a aucune de mes miseres, qu# a me voir sans moien de m# an pouvoir dignemant revancher, selon que g# i suis redevable et comme j# an ai la voulonté. (VALOIRS_CORR,278.2160) "
